,intercept,slope1,slope2,day
211025,4.558764569561867,0.27956276704908173,0.029304879823207192,1.1225469188230128
211026,4.968206834042068,1.0744323784494447,-0.016923759069355032,6.416678020597808
211027,6.493748265586124,-1.9787035450375647,0.13831174303361596,6.171615201797952
211028,5.746985711491589,0.32595670231463325,0.0015551321819325642,3.193376486290739
211029,4.757846757086813,1.2915014110126832,-0.04486310794178377,3.4132702255510106
211030,4.931045550030092,0.8925572808716976,0.0038726544268307766,7.454276913437714
211031,5.398731225143643,0.7639488447229031,0.018333756867246465,1.5805625572382092
211032,5.75014589426371,0.8601388934564376,-0.008170928362974271,1.0220700377066019
211033,5.349973195684896,1.1898546442189293,-0.08970360618933823,1.0185734482528994
211036,4.88445417196557,0.02719880476490219,-0.025867383129745833,1.9794977874397057
211038,6.9526792268539275,0.6238550867251563,-0.012091719041413512,1.3389610342000258
211039,5.892742411315219,0.893030216395254,-0.005610427131980379,2.055274381264972
211040,5.423907118220686,0.8032636612594138,-0.0932323635545402,2.77275760058188
211042,6.168301059826401,0.46549371231276804,0.049423358046302726,2.9851748644539176
211043,6.501502983893651,0.5336863642873678,-0.00495848039555892,1.0625330989039528
211044,5.658398808847129,1.182150662327806,0.0008060285523026841,1.467630101421528
211045,5.599865480974381,-0.16942985784398962,0.007579803589799398,1.5228955523231043
211046,5.806385441704254,-0.08754005820962923,-0.0179517025520484,1.6917628913509664
211047,5.747122567133639,-0.2899374672263404,0.01615852891656396,1.063541676411399
211048,5.134395701193221,1.0146275352300724,-0.04168058457516671,8.000000000001016
211049,6.989285011298706,-1.0394657050465153,0.028226938883616888,1.849828385290958
211050,6.251200761180616,0.20108478481939965,-0.01324557215423431,1.071370601169169
211051,5.850311083480257,0.5193726793281631,-0.08365708837205459,1.0197816502900003
211052,4.487696249108821,0.34574555765861087,0.02998734182934245,2.521129894955132
211053,6.253013882131075,0.26385011113117557,0.011235366819435476,1.1766337754229903
211054,6.8002214698091565,0.5444547880694677,-0.013341772931585085,1.0150987307223742
211055,6.441853937255807,0.6131461474100276,0.015434643363649548,1.767152676492142
211056,5.937075910181435,0.6971714939529576,0.03884383357302293,2.264782893847924
211057,4.849986866936065,1.6256114738240963,0.025677643799403082,1.0160290496501079
211058,5.129547811687427,0.9829847564488328,-0.05944408435377774,4.085694522576574
211059,6.587893602491985,-0.5815395038320343,0.012626666486980086,3.58673777109224
211060,6.042141760948051,-1.3274510829343857,-0.03335808390441314,3.0452687173573145
211061,6.77601022083956,-5.5288719997092155,0.19923018257206537,8.000000005322164
211062,5.755348683759189,0.46394683307926876,0.006826071402725077,1.2167499977785499
211063,5.780978016077495,0.1403836115691878,0.008276305042448572,3.7396566954956163
211064,6.621138957082867,-3.8968828147889116,0.07573125111715537,8.000000000225315
211065,6.42737501736602,0.4986290565763418,0.05539634762921103,1.816830595192589
211066,5.330192418841834,-0.5533984776174513,0.011766431301076264,4.4005350100934795
211067,5.350411338713341,0.8874996813303428,0.014967889757342019,1.0296074769354193
211068,6.262288832551406,0.5529280131635713,0.019818298525554695,4.110621377932962
211069,5.251155199373465,0.5131943723128922,0.0024155151265903584,1.0657672396934268
211070,6.159329344710626,0.25778187292483024,0.004864660340459569,3.690063194980891
211071,4.274579200600052,0.3429790220121994,0.029626350063273372,8.00000000000001
211072,6.32893371864442,-0.3828346166729601,0.03382408366458183,2.12913275541617
211074,4.450285926740606,0.4559402558717276,0.029968656326650318,1.0168275096589083
211075,6.092963599559995,-0.22532188503967315,0.0050893308527843436,1.1419252458660554
211077,5.960024365574325,0.11493983536422454,-0.010496297606460973,1.1250109564932658
211078,6.274137530827622,-0.3999383304640247,0.029511087367132968,2.5617718965370666
211079,5.290511809375999,0.5298873830609193,0.004770391723551341,2.109147321851232
211080,5.947974218077084,-0.01993121533620084,0.028669926991261765,1.5444194881230933
211081,5.900627998188043,0.7193426763908648,0.011060231456668972,1.0718707479043998
211083,5.550044676797827,0.9448450339009662,0.044486653558880304,1.011979855509845
211084,4.350925527302344,0.5318522519284754,0.020829242090629096,1.0462173292281585
211085,5.699501329070074,0.957221972818986,0.009652438852300708,4.0112171727492925
211086,5.744921511728126,0.6350155538856387,-0.014221924824279444,3.683619884991685
211087,6.450756238827554,0.669555353852358,0.02214859880574375,1.067030374557428
211088,6.298493962719054,-0.46083378031973554,0.032367408124445066,1.0752697701524248
211090,6.208183919476052,0.10103702382147019,-0.02663755437655569,2.803760233151548
211091,6.3859560741945876,0.5036665686803247,0.01266334746322888,7.999999999999851
211092,5.484876386513097,1.2127512558443978,-0.04510740466183587,2.8427021643516928
211093,4.450027354989607,1.5778937679420657,-0.014490636896464798,1.0101010101010102
211158,6.293280783372593,0.40884788976365777,0.012430574727425574,6.577856356320564
211159,5.748428130466363,1.2280205778267734,-0.13946918546092194,8.000000000002343
211161,6.663875953010077,0.4117879887820739,0.03704271355677291,1.5436423065958658
211162,5.472390730873949,0.9032216484057116,-0.13811692940996784,8.000000000003547
211163,6.632207164727051,0.6193631727869767,0.003398418595429705,5.771440614196706
211164,7.441054678098662,-0.17816429755848817,0.023471962457545754,1.159754196502501
211165,1.822545898333397,1.5301499955428342,0.053478344335794084,1.8178768509364238
211166,5.550111962502616,0.6422944197776399,-0.012834412345576536,1.0101010101010102
211167,5.000033299707731,1.2274085398642913,-0.0660290393936486,1.0101010101010102
211169,6.198408805461102,-0.34546351075134846,-0.012281119849735154,1.064228777429865
211170,5.705911659494417,0.12008761504554086,-0.03947879341153382,2.364721841606806
211175,4.75365780306245,0.5036033238908706,-0.0062422307608437175,1.4072238017388452
211185,5.64015619739986,0.515000613808303,-0.02586455997557223,3.194281008540102
211186,5.835088870309287,0.27276418623519805,0.02208111539951192,6.028151891252849
211221,6.715892486386519,0.9224609990397573,0.016734344301920456,1.6879356256512195
211228,5.400193051647654,0.9238538517287946,-0.00804380247102545,1.019826472909232
211229,3.991021000448616,0.3632629853819204,0.042616804531112114,2.4645578144811626
211238,6.116242620107204,-0.6954056049594478,-0.035720167966093536,3.79413233729921
211354,4.611083334196331,0.6891068928011712,0.0035402353271657954,3.441629989325998
211425,5.200625475075193,0.6065580060383987,-0.024078934168723913,1.0355084174831934
211469,4.550365411279814,0.8189652077101619,0.04329072102574489,1.050111719197836
211495,6.016256494173718,0.8559643598555867,0.004552802325237764,6.903300574698864
211533,5.110194926523016,0.9195940113508777,0.0556909038593952,7.999999999978899
211630,2.7000722646448234,1.4255193762284466,-0.058841792743394516,1.0120396758081984
211660,5.044036943408811,0.9198748429975594,-0.013567015977345996,4.376151006930797
211698,5.63151464804555,-1.0715358654657785,0.04869678470628073,7.999999999986024
211699,5.679953161377279,1.2208932318170782,0.01484364971010654,5.162245586957052
211700,5.951217170342566,1.1327015331276828,-0.017554667587974377,1.0618392832710812
211701,4.878304816639656,1.0887996589278872,-0.04092912531504659,3.1165065297155845
211702,5.379837688075998,2.530645861318747,0.004120299162301278,1.4787156324546855
211704,5.706428413491729,0.4375041080799519,-0.017744851447038648,5.5235550572383
211707,5.197806413984336,0.7538173464475565,-0.0792516611432026,4.0044723976303676
211708,6.201311428163341,0.4324486796312624,0.00998782989054755,1.5211689952574483
211710,6.131838855846614,0.9040526114320628,0.019977615305424294,6.125630576566079
211711,5.2314673679167,0.01561461220636696,0.00521281988572967,1.9493787252204962
211712,6.696526459633337,0.46399384564462925,0.006803258048139866,2.3485719143974593
211713,6.19466462470011,-0.1880898223957363,-0.007785622093731172,1.1855974254688157
211715,5.183499366466574,0.8304543168938887,0.005983184431882938,2.472422104049078
211716,5.902664249765678,0.214217138371874,0.006247617815976911,1.0757420933051804
211718,6.531445396094198,0.8127801751709752,-0.005127649614995782,2.4054412267472762
211719,6.446905998714803,0.28447503316789313,0.026832469920230674,1.2306728317621636
211720,5.565390179281054,0.41120690672626353,0.012869668682018786,2.74421444385898
211721,6.255698631778772,0.27269006323570827,0.01496004223244773,1.2594251684957654
211722,5.965584853666707,1.0236456706376174,-0.008032415813406362,8.000000000003704
211724,5.402193349298007,0.36976858960958026,0.017131429304010133,4.095685306796385
211725,6.061163062773879,0.6959309420357798,0.031954995532299135,2.192827565373932
211726,6.781696603373932,-0.07060495880721623,0.03229437051366713,1.3652969759585958
211727,6.470694378864872,0.8136743079233807,0.026306598659218812,5.443321679008348
211733,4.5457198059168125,0.7482076894448535,0.0180360506571895,1.699272604935594
211806,5.593632697409494,1.1167900997225824,-0.006821093889906778,7.999999999999995
211823,5.531073339690404,0.1797243046764824,0.002860825926540087,2.0567012081055513
211825,6.194075431917122,0.6090719336407721,0.0012853837466453527,2.5523232791955106
211893,5.762013713104844,0.5362368610953693,0.021158400682350552,2.290116139819213
211910,5.767210583726847,0.7049854536053325,0.006515805213307945,1.3984660589609288
211991,4.1270757288517,0.8315135433802858,0.02999345479521924,4.983072378324131
212103,5.450035944131092,1.432686869103868,-0.043178542698662864,1.0133656426602728
212104,5.39456132879884,0.13237888768978232,0.0035313082175779083,1.3930746887469911
212105,5.121141182683278,-0.634072447732164,0.018680660304345613,5.281899246954688
212106,4.014477910929408,0.7114144575880127,0.014083329684481446,1.4682907239077054
212107,4.200032328307697,1.448952202035994,-0.019312184594582463,1.0101010101010104
212108,5.213384424557163,0.1262136633431842,0.018107993157099003,1.2957196259681953
212109,5.2439804772553,0.7463129330029133,0.01193819280383627,2.247603549528822
212110,4.940236834362199,-0.5838483236590711,0.08685100187022514,4.7091837500416815
212111,4.308165333049595,0.6925919477580896,0.04270971506760466,2.4961588216642405
212118,6.942767282666843,1.218364747608763,-0.0008548170937203042,1.5628556286881863
212119,6.611403996778232,0.6309586603403081,0.039656066135361594,1.7057128024779402
212122,7.002691053592263,0.2107961204244451,0.028103463179991288,1.1001063041093464
212123,4.670458936869743,0.9970202560584986,0.02655783546381848,1.5411198655001774
212125,7.069123179768311,0.5053028350779131,0.03547627201604626,5.550211545871458
212126,6.947360269699452,-0.2380990804869811,0.04688939999463614,1.0561459139405613
212127,5.75824886173444,1.306940731124534,0.012218286420868581,1.3707278921757986
212129,5.95013060602599,0.7916525026149975,0.011602412133642218,1.0101010101010102
212130,6.650439758010897,0.30927999652198546,0.016938766601871512,1.0218601546478234
212133,6.274514737672549,0.4169059101746598,0.05176470421813801,2.539941615791344
212137,4.884344509402719,0.5359775571428894,0.05243908404017914,5.435739922661241
212177,5.283481550585133,-0.01634188154708082,0.018329819802341576,1.8926800502596162
212201,6.430471292425884,0.3462539777230245,0.013590630562033901,4.332454599657618
212288,5.381675725104818,-0.15462576723684168,0.013953330440868326,1.6145677222854682
212298,4.474481014963569,1.8876093238492397,-0.04713723952027459,8.000000000000002
212309,5.286651041542555,1.2069612282695807,0.05576296803880312,2.7732382254410863
212319,5.496427761278768,-0.646556333024813,0.039870877220312725,2.7132043881056718
212329,4.302648111012543,0.30628095373110903,0.01754982336123094,1.0731928294968756
212330,6.592384605228146,-0.16044799106444302,0.026236340484305475,1.1263005181210497
212394,5.050322811881997,0.7903307057670657,0.028404431998933336,1.0255259986598286
212463,3.3028808239734646,1.4673521476518827,0.017026738084170785,2.091553581535117
212464,5.673209878612215,0.14655282529550448,0.05219074697871933,1.8010944196588483
212515,5.750623422488875,0.38814060501141506,0.012636471171666958,1.0330897597536655
212516,4.945816079900043,0.7581413115678055,0.010075710548897632,5.407932244587356
212655,5.849332462369889,0.050392299645612114,0.035234510208375265,2.260575904249533
212677,5.222182039841365,1.8244225790868034,-0.01076669412389372,8.000000000160822
212690,5.626499213561023,0.5858755764151198,-0.0004757977211931036,7.999999999999735
212692,3.7046008309935927,-0.18990802198183737,0.02855187158956826,2.990458201032819
212693,5.8233377559528625,0.6164564484889437,0.01611742993577413,8.000000000000007
212713,5.750988785747299,0.5410882022881054,0.008603146965570314,1.0501125636198718
212714,5.901276292851545,0.4556910350150815,-0.00665437168712657,1.058295824827541
212733,4.542018081609442,0.9333007439637607,0.024260587074996825,3.1767445241755454
212743,5.946842073960224,0.12800042684803326,0.011630800284811815,1.6993673336822934
212822,5.401893814691915,0.6112077588611851,-0.006515742389149975,1.4413715900323476
212827,5.765875736244841,0.8675273531347883,0.002631187992758374,4.208072634665527
212828,4.700593540694789,1.1448714806494193,-0.005584918469737864,1.0379889141611225
212829,4.654148782258395,1.2698872698544406,0.0017041017654354591,2.693096976393225
212830,5.1613801790259215,1.7320236132300195,0.0036555152689441233,7.937475379521091
212831,5.168468705505044,0.5610733828624679,0.012811826304007012,2.884775747191937
212832,5.250070498862438,0.917684643191242,0.011367163521279899,1.0113481466953715
212912,4.870850716093909,0.7459664532251511,0.021848381476004902,3.4377573574522278
212919,5.008777618145134,-1.8810027702423975,0.03756191589075753,7.999999999999995
212920,3.4484820059787933,1.1692624096472088,-0.011663898007984657,7.999999999999975
212921,3.6719019544518896,0.2139617536790976,0.07819841358654314,1.8547157673617776
212922,4.976922401396836,-0.24169254966602655,0.03818561970950631,1.9606442818801724
212948,5.6974217521176405,-0.30396005935224396,0.008514230982950533,1.0588247513934514
212950,5.000066478365744,0.8778383816210428,0.040767938151662284,1.0101010101010102
212951,5.816135189769299,0.8528485356626159,-0.06686452989201275,2.081926682297908
212997,5.017232988747902,0.7824756978254134,0.07435038794782366,3.992023431482066
213036,5.8311072175625585,1.0596608944213322,0.021822507886860586,1.896762389430538
213081,5.356704957224413,0.5724260967108477,0.02378148624666824,7.999999999999924
213100,5.667232040470642,0.575316752307501,0.04486278783531707,2.766543398663557
213127,5.057165005269408,0.3919961750076894,0.018982204456418662,2.1259524335669067
213212,3.3051126839167613,2.0479488440760676,0.06421679393081713,3.612349932701719
213215,3.5696257949164734,1.696038178234921,0.03236037348482018,5.5346709365653055
213216,4.750579251610505,0.276884190849525,0.05479344990069847,1.4491539776883533
213224,4.702622200597147,0.7820095421424162,0.0725446329705693,1.2402225812231724
213311,4.844478989058629,0.4827243419953268,0.016764981922037014,1.3011924116551992
213332,6.449412766451757,-0.37808619358452955,0.059551943964937376,1.0227873045663167
213362,5.306105397351471,0.9934908767149505,0.024244573240913656,6.781272640091534
213369,4.701413628880866,0.44176722298863647,0.06237074240923258,1.0621130701375678
213546,3.6347114263048788,2.194859212546738,-0.005841815389625531,3.7792730254893465
213772,4.495588898250993,1.6051779878346912,-0.08364987529678539,7.999999999995426
213808,4.307498983983702,0.7545669672428518,0.0321502545272506,2.323205157004232
213888,5.968579873760478,0.10078370286851013,0.0019292136036229157,1.2590795816798632
213919,5.012153599981079,0.5674722608777822,0.023849915489374693,2.9149177609362527
213940,4.51885652098443,0.8707898616147757,0.017875558296401237,3.9705517336737173
214136,6.610239009122357,1.7376769859878058,0.005170914634136814,4.440604381874828
214150,5.40578572036298,0.33602388660239796,0.056420785264198345,1.1561699445123743
214155,5.305048762585542,0.7000130461950405,-0.02416237307591107,6.095091527478017
214157,4.60004020089487,0.9242900152616237,-0.0005847782458038393,7.9999999999943014
214158,3.9000800319913833,0.8506421672485913,0.005512517475780742,1.014586532517247
214159,5.503050539185413,0.8219915780551655,0.005044843989059663,5.807616475844234
214160,5.753663284596822,0.44886119895040943,0.0070696422931452564,2.24474305106139
214201,5.276584268223026,0.8525414307248523,-0.09516315901011331,2.256731817187338
214241,3.7014609866682715,0.5134674684872393,0.01334641436214141,1.056647885941274
214242,5.202079323731714,0.780677095327893,0.008446708494498984,1.1256742632032837
214253,4.5291005980682195,1.138919003595609,0.010359993186146247,6.13608207552073
214267,5.100070941418004,0.8627317099328834,0.02359299977443063,1.0101010101010102
214268,6.368483717606844,0.1864857087500232,0.033807689811805215,3.2224422002793545
214270,6.282899652190885,0.6650813663506224,0.02954468125249269,2.219494690443607
214271,5.770840694733262,0.09434546031345284,0.0008856041544514163,1.4640179827744113
214274,4.45051857717022,0.8508095004853097,-0.011619556332930304,2.9955291596492577
214280,6.243022482427045,0.6101428183178139,0.0031930985097212653,2.141179894943118
214282,5.250113152136011,1.1664379953607493,0.033200465065220876,1.0348752929718568
214283,3.735299009224484,-0.35150575098970127,0.03310360698789714,2.898765524129172
214288,5.240994050891515,1.7719885742350394,0.015490002499246609,5.5187672028178
214368,5.9496580490550155,-0.5367415495583827,0.003643751447157619,1.021782783276937
214400,6.61596750135026,-0.023867300354044794,0.02720789584264439,1.459050424043897
214401,4.882162842981919,0.31939978497408184,0.023985819875296986,2.083581326963193
214422,5.679318305491271,0.11209515674414536,0.0035130148138974074,1.9744891088059089
214424,5.853580979838452,0.25217844824548985,0.020297447381064773,4.744147986951049
214478,6.591204828783929,-0.18728801748666224,-0.02263865592715725,1.1178574955918066
214579,5.673180178350181,0.643569638615428,0.02999222711797089,2.333365188860851
215980,6.458422166988093,0.11072032461106546,0.020828075033935464,1.591868224305792
215983,5.6813092369904385,0.5982325337699002,0.015167972119194606,2.142754540174185
215989,5.20005129740119,0.8635463372713877,0.030517794936854893,1.0190960168799377
216114,5.700145124011855,0.6731168554882294,0.04486851310204175,1.0186936311845933
216151,6.447288451050526,0.2009430920280928,-0.036295250473482296,1.4764444141131627
216165,5.253258018941759,-0.2626616273860544,0.02211899426852883,1.1964376790289069
216202,6.951993169232265,-0.2100847831365857,0.003206671790796692,1.2076207384286066
216443,4.870058804938638,2.2974270689701894,-0.1067576819953156,7.999999999988146
216447,4.760905950755231,0.8537460800854741,0.0011688012851286057,1.3496257367053197
216591,4.590906079818467,0.10253788970161473,0.004389608178366525,3.2272224641042553
216603,4.776655586431369,0.5538926957656993,-0.015382582383373247,2.0402194620637237
216716,5.686744462224474,0.5467229162965365,-0.03039334607279707,1.6924268668188027
216751,6.416750134725785,1.01291434109798,-0.05539285063957266,8.000000000000117
216861,5.3191323084410245,0.851697474489627,-0.026138462302318137,2.7075732526359775
216865,5.075082745082219,-0.3179333980901125,0.048981138184072154,2.133722994514379
216870,5.298960988580744,-0.9034520790166398,0.012638741456948238,8.00000000000009
216881,6.299171648088714,1.790340466743073,0.014662322680186659,1.4643614137456478
216944,5.32191530901686,0.12822179852267826,0.003115271272467199,1.2849510006987606
216974,4.713372682292698,-0.5872525969863399,0.019116972035354927,2.897249211024035
217058,7.052897025793147,0.9715838343461191,-0.007364980633355082,5.253778313435871
217067,7.149717389171009,-0.45260369597648104,0.022081902808722853,1.0199530806839456
217073,6.256198026531204,-0.04473480365684831,0.026789576703571405,1.4236755936592924
217121,5.48443613970623,0.8754358302500496,0.02786515826148732,3.2398205802529
217192,3.644230929533001,0.4987796916385828,-0.030148079351850394,3.735458925949698
217244,6.479943652593377,1.091760028006224,0.029223312732686236,5.309732279449559
217330,5.1510741509709215,0.39475013882096927,0.009221482436763288,1.0420096405143964
217349,4.855986592203776,0.8397430957611235,0.004315559631530735,4.392346221750228
217375,4.916627813151966,0.2979905640698775,-0.018814536432059294,2.1543507363021877
217383,4.908854882137119,1.3325160595088856,-0.029289907367377164,2.561769407458165
217415,5.559600639968608,0.6528642701349983,0.008527786044713909,2.905452143273712
217560,5.8001700767185955,0.952464958672294,0.03403694393270028,1.0610970742512589
217632,6.631921182104128,-0.5902176603441092,-0.007156974881347828,1.9919455861656634
217634,4.87977502745948,-0.9227286772155039,0.021697821672470207,6.860533681167723
217658,6.651009778558855,0.5158712379251955,0.02456024590085332,1.0427831962772987
217659,5.754744807745026,2.007970927631016,-0.00225697410401807,6.1295180577374255
217660,4.490783136828128,1.5558826261026881,0.02046910704416836,2.0557169898424528
217715,5.7504021709496005,0.5360168117713174,0.022891852901823218,1.0302053948133574
217725,3.750110845076154,0.8050070499371637,0.0377829297280474,1.017359834056366
217818,5.800098356106424,0.9373874410569936,0.01656153307775437,1.0233666762316505
217892,5.682985230665033,0.20419470188340433,-0.1740132578099338,4.2994934464382
217899,6.210444261273201,0.8854184272612037,0.004491706869357434,2.5134677737865587
217900,5.885513033092168,-0.39803054105500524,0.02557282079257097,1.3275468450173378
217927,4.200046914194887,1.2338495110706382,0.011767431844649122,1.0101010101010102
217938,5.814482827642655,0.2660520374747976,0.02357820234884919,2.051648774452533
217957,6.028463015819419,0.371543746289522,-0.028420119596412198,4.1172742281103245
217980,6.0467021245165,0.9291081051312464,0.01346505066879934,1.4029989534632648
218098,4.760637647463487,-0.3096275522192105,0.03310162837125547,1.4655272782279034
218099,5.7063793885665985,0.616538391023663,0.009998170802796798,1.7970954001661588
218100,5.382709238722613,1.1631128302799305,0.013813487679485523,3.6937713549270237
218101,4.580699861626721,0.5860658347681741,0.023321535646305933,3.349018432783043
218191,5.076890991732909,0.6717754489467782,0.0255160005252013,3.932296419339589
218192,5.899559562103802,-0.6330349830392714,0.025312340069069926,1.0265705341817788
218193,4.650067338062994,0.7911224099203851,0.06064130064021447,1.0147854021560958
218207,2.7997435435086984,1.149452908733828,0.039019008874600046,2.1145588799879764
218226,4.067331175287473,1.0592558600657047,-0.03349606979225866,5.518103800186759
218234,5.2766167695365755,-0.7401738470357866,0.013958466364887527,7.999999999999995
218235,4.6405412848314835,-0.6337440872756219,0.009529254258380955,4.182205317722704
218293,5.800483809680756,0.4624105176082864,0.001681582107009059,7.118836451507349
218432,5.567397665216592,1.012130844575605,0.02522211899980105,6.672037194690926
218452,2.426500300748932,1.3471395976598584,0.0619122432531299,5.894334251933677
218454,4.408023582040519,0.9647474257967894,0.041185545644766,3.553608278486895
218498,5.646603504654783,2.129804526406635,0.013111999613479586,6.726124154697259
218531,4.089133716001561,0.5020394293697436,-0.0015248795298470935,4.183064351362034
218590,5.00498869452709,0.4153138375662176,-0.005709508615068467,2.7530296511620413
218652,4.2200676482047665,0.663237651130697,0.0009384731087681425,2.358467391868834
218665,6.252607606216462,0.20181806077162423,0.003859667524599066,1.1004132464746397
218686,6.289316690356548,0.7213760541252859,0.01840679682650172,2.5398576867607834
218690,6.207367701295544,0.2812019796777552,0.014635017304612866,1.6581601200442764
218720,2.9001201505819107,1.4149377431747283,0.014127531495747104,1.0101010101010102
218721,4.750466715312217,1.6844182925518405,-0.02248915065731073,3.422220830736373
218722,4.999240063936387,-0.33052408690548235,0.011668658589806096,1.5942181364404504
218723,4.785288023854045,-0.05212343430537923,0.028181953069958608,1.6914269046853518
218724,4.19797936633562,-0.3134380072853625,-0.035042050908807965,1.072202910981929
218725,4.519992214730255,0.8055059797924989,-0.1312951751594478,6.275916612194421
218726,3.699977145364185,2.2347356861932726,-0.0650135593471935,1.0169714086643844
218727,5.147885432003796,1.168860546864422,-0.1464009114172633,1.6351649844951779
218728,4.800387635590622,0.6984433679598849,-0.008814177840455793,1.0268635555284522
218733,5.371715629953962,0.46920556747772085,0.029204982694812316,7.99999999999965
218736,4.594477783814319,0.9767459266548135,-0.0007833823147379854,7.999999999996787
218738,4.849610360443846,-0.48994423038741086,0.05683003499070533,1.021329569090025
218755,6.959281812143877,0.048101698637883196,0.02563300183905927,1.1435925212360862
218765,8.0413702737595,0.6890453001811077,0.003237773197556249,5.71430545434977
218787,5.029124381800857,0.9950611701521059,-0.011085141784939237,4.029668803817623
218825,3.900194774809189,0.714319744577228,0.029506496045141526,1.0196840542847385
218834,5.050055643414781,0.987471187869683,0.00858290204961948,1.0101010101010102
