"factor2","factor3","factor4","factor5","factor6","factor22","factor32","factor42","factor52","factor62"
"1",-0.302316801876785,-0.335310872366035,-0.263384547829526,-0.152345142715706,0.00321845371314644,1.44799863938507,0.342003235741289,1.4858072814304,1.04701589504543,1.22792292842141
"2",-0.0311679647741952,0.0942095571411925,0.190674372851508,0.299777481938629,0.447209793454244,0.329939226485753,0.373305434955332,0.660426088690145,-0.0998843297446211,-0.644857144757337
"3",-0.452893158325136,-0.423944128817917,-0.358599377029353,-0.264257237817878,-0.0978648029982949,-0.889792115717554,0.0447111513833475,0.519537866218499,-0.192143756550606,0.337448632331178
"4",-0.748794546433484,-0.736425704187079,-0.684071511687165,-0.623491874612069,-0.482045256028715,-0.0341609391235265,0.833503388248009,0.971710445712189,1.71784457056821,-2.91396366453196
"5",-0.132047324125875,-0.122763423490917,-0.0253165697848096,0.142381590011506,0.270156961292388,0.696619758599632,0.890765419241933,1.20606824912768,1.01772375278623,0.881229962066444
"6",-0.354352365781463,-0.199402833501425,-0.113695200580357,0.0488977139130329,0.227342505098385,-0.251876221619777,0.784099386614074,0.554953996977393,0.0786638417722737,0.760090559138448
"7",-0.878715849580016,-0.83776280206349,-0.778631496931274,-0.678842980387565,-0.509973673504133,-0.749151110408039,0.169761642422121,0.328624380013121,0.758716406385053,0.716138964915941
"8",0.965081388770597,1.17904463342397,1.33380187062663,1.47061496664139,1.53504205890277,-0.198066000194969,0.407772628048909,1.00213365119799,0.853901892713627,0.529514762885252
"9",0.678342951710916,0.949299808651669,1.0806927061651,1.21622078663576,1.32513891230412,-0.532640320278592,0.765074626497007,0.388221506786039,0.447862049339563,0.394774815569557
"10",-1.13350898887065,-1.26439937016648,-1.30441904638006,-1.40485662120095,-1.13099869897654,1.11356411411203,0.429290179164008,0.186690498034245,-0.949541480791941,-1.24630596306308
"11",-0.521933369634732,-0.404574502983944,-0.281576301084081,-0.139442344848956,-0.00101442268560431,0.378180448609204,0.991655905122891,1.15594280292433,0.58839373522496,0.2907765704583
"12",0.181908548280734,0.31854872859738,0.512023805457872,0.711143886743429,0.767704492500465,0.0532008531371192,-0.153721571229709,0.243065592307953,0.337944945170088,-0.471955090785327
"13",-0.0225350465020579,0.170426971718747,0.285785588174716,0.415263640033141,0.533859354378974,-0.623916899428848,1.57045156609217,0.802016653273176,1.37029439707483,0.479824734766729
"14",1.70995205683146,2.20885654912315,2.48997152797704,2.82258890619235,2.81940694479452,-0.753078429438447,0.602075373800631,0.29588561035633,0.011178702895237,0.86958239760011
"15",0.453976434166126,0.773188140054499,0.922080478798629,1.08399871170005,1.17465531134157,0.28899842435058,0.875973508162781,1.65469744596841,1.03199543909199,1.6506935008513
"16",0.512760883178327,0.763043392111901,0.885198508530911,0.93724472940455,1.05401620071217,-0.376501771828145,1.59613218249622,1.37856496969794,1.1931381686615,1.10039358646546
"17",0.653982656653611,0.690676936440151,0.812229546858318,0.805526805789679,0.90823240356168,0.677303101522192,0.482357390171345,-0.0290035251449948,0.539396646901785,1.11298815314553
"18",0.540184289589161,0.734707861625725,0.851992698189786,0.970206192441064,1.08865289974975,-0.88344055211037,1.04378120706867,1.03874274570341,0.973582922869348,0.819747342217359
"19",0.943839375535972,1.20082866119823,1.41400767696965,1.61894386765068,1.67095964648387,0.477590276560037,1.61670021759089,1.01579487207142,1.78064572018406,2.12549565616556
"20",0.278785929983577,0.49048125958096,0.611982383301719,0.721079640182077,0.845567140923899,-0.308282011862566,1.06640030425858,1.32100443585714,0.531243995916399,1.6656981628617
